source,target,origin
HLA-C,LILRA3,stMLnet
HLA-C,LILRB1,stMLnet
HLA-C,LILRB2,stMLnet
HLA-C,NOTCH4,stMLnet
HLA-C,SLC9C2,stMLnet
HLA-DMA,CD4,stMLnet
HLA-DOA,CD4,stMLnet
HLA-DOB,CD4,stMLnet
HLA-DRA,CD4,stMLnet
HLA-DRB1,CD4,stMLnet
HLA-G,CD4,stMLnet
HLA-G,KIR2DL4,stMLnet
HLA-G,KLRC1,stMLnet
HLA-G,KLRD1,stMLnet
HLA-G,LILRB1,stMLnet
HLA-G,LILRB2,stMLnet
HMGB1,HAVCR2,stMLnet
HMGB1,SDC1,stMLnet
HMGB1,THBD,stMLnet
HP,ASGR1,stMLnet
HP,ASGR2,stMLnet
HP,CD163,stMLnet
HP,ITGAM,stMLnet
HP,ITGB2,stMLnet
HRAS,AGTR1,stMLnet
HRAS,CAV1,stMLnet
HRAS,INSR,stMLnet
HRAS,SDC2,stMLnet
HRG,FCGR1A,stMLnet
HSP90AA1,CFTR,stMLnet
HSP90AA1,EGFR,stMLnet
HSP90AA1,FGFR3,stMLnet
HSP90B1,ASGR1,stMLnet
HSP90B1,ERBB2,stMLnet
HSP90B1,LRP1,stMLnet
HSP90B1,TLR1,stMLnet
HSP90B1,TLR2,stMLnet
HSP90B1,TLR4,stMLnet
HSP90B1,TLR7,stMLnet
HSP90B1,TLR9,stMLnet
HSPA1A,GRIN2D,stMLnet
HSPA1A,TLR4,stMLnet
HSPG2,CHRM3,stMLnet
HSPG2,COL13A1,stMLnet
HSPG2,DAG1,stMLnet
HSPG2,ITGA2,stMLnet
HSPG2,ITGB1,stMLnet
HSPG2,PTPRS,stMLnet
HSPG2,SDC1,stMLnet
IAPP,CALCR,stMLnet
IAPP,CALCRL,stMLnet
IAPP,RAMP1,stMLnet
IAPP,RAMP2,stMLnet
IAPP,RAMP3,stMLnet
IBSP,ITGAV,stMLnet
IBSP,ITGB3,stMLnet
IBSP,ITGB5,stMLnet
ICAM1,CAV1,stMLnet
ICAM1,IL2RA,stMLnet
ICAM1,ITGAL,stMLnet
ICAM1,ITGAM,stMLnet
ICAM1,ITGAX,stMLnet
ICAM1,ITGB2,stMLnet
ICAM1,SPN,stMLnet
ICAM2,ITGAL,stMLnet
ICAM2,ITGAM,stMLnet
ICAM2,ITGB2,stMLnet
ICAM3,CD209,stMLnet
ICAM3,CLEC4M,stMLnet
ICAM3,ITGAD,stMLnet
ICAM3,ITGAL,stMLnet
ICAM3,ITGB2,stMLnet
ICAM4,ITGA2B,stMLnet
ICAM4,ITGA4,stMLnet
ICAM4,ITGAL,stMLnet
ICAM4,ITGAM,stMLnet
ICAM4,ITGAV,stMLnet
ICAM4,ITGB1,stMLnet
ICAM4,ITGB2,stMLnet
ICAM4,ITGB3,stMLnet
ICAM5,ITGAL,stMLnet
ICAM5,ITGB2,stMLnet
ICOS,ICOSLG,stMLnet
ICOSLG,CD28,stMLnet
ICOSLG,CTLA4,stMLnet
ICOSLG,ICOS,stMLnet
IFNA1,IFNAR1,stMLnet
IFNA1,IFNAR2,stMLnet
IFNA10,IFNAR1,stMLnet
IFNA10,IFNAR2,stMLnet
IFNA13,IFNAR1,stMLnet
IFNA13,IFNAR2,stMLnet
IFNA14,IFNAR1,stMLnet
IFNA14,IFNAR2,stMLnet
IFNA16,IFNAR1,stMLnet
IFNA16,IFNAR2,stMLnet
IFNA17,IFNAR1,stMLnet
IFNA17,IFNAR2,stMLnet
IFNA2,IFNAR1,stMLnet
IFNA2,IFNAR2,stMLnet
IFNA21,IFNAR1,stMLnet
IFNA21,IFNAR2,stMLnet
IFNA4,IFNAR1,stMLnet
IFNA4,IFNAR2,stMLnet
IFNA5,IFNAR1,stMLnet
IFNA5,IFNAR2,stMLnet
IFNA6,IFNAR1,stMLnet
IFNA6,IFNAR2,stMLnet
IFNA7,IFNAR1,stMLnet
IFNA7,IFNAR2,stMLnet
IFNA8,IFNAR1,stMLnet
IFNA8,IFNAR2,stMLnet
IFNB1,IFNAR1,stMLnet
IFNB1,IFNAR2,stMLnet
IFNE,IFNAR1,stMLnet
IFNE,IFNAR2,stMLnet
IFNG,IFNGR1,stMLnet
IFNG,IFNGR2,stMLnet
IFNK,IFNAR1,stMLnet
IFNK,IFNAR2,stMLnet
IFNL1,IFNLR1,stMLnet
IFNL1,IL10RB,stMLnet
IFNL2,IFNLR1,stMLnet
IFNL2,IL10RB,stMLnet
IFNL3,IFNLR1,stMLnet
IFNL3,IL10RB,stMLnet
IFNL4,IFNLR1,stMLnet
IFNL4,IL10RB,stMLnet
IFNW1,IFNAR1,stMLnet
IFNW1,IFNAR2,stMLnet
IGF1,IGF1R,stMLnet
IGF1,INSR,stMLnet
IGF1,ITGA6,stMLnet
IGF1,ITGAV,stMLnet
IGF1,ITGB3,stMLnet
IGF1,ITGB4,stMLnet
IGF1,TRPV2,stMLnet
IGF2,IGF1R,stMLnet
IGF2,IGF2R,stMLnet
IGF2,INSR,stMLnet
IGF2,ITGA6,stMLnet
IGF2,ITGAV,stMLnet
IGF2,ITGB3,stMLnet
IGF2,ITGB4,stMLnet
IGFBP4,FZD8,stMLnet
IGFBP4,LRP6,stMLnet
IGSF11,VSIR,stMLnet
IHH,BOC,stMLnet
IHH,CDON,stMLnet
IHH,HHIP,stMLnet
IHH,PTCH1,stMLnet
IHH,PTCH2,stMLnet
IHH,SMO,stMLnet
IL10,IL10RA,stMLnet
IL10,IL10RB,stMLnet
IL10,SIRPG,stMLnet
IL11,IL11RA,stMLnet
IL11,IL6ST,stMLnet
IL12A,IL12RB1,stMLnet
IL12A,IL12RB2,stMLnet
IL12B,IL12RB1,stMLnet
IL12B,IL12RB2,stMLnet
IL12B,IL23R,stMLnet
IL13,IL13RA1,stMLnet
IL13,IL13RA2,stMLnet
IL13,IL2RG,stMLnet
IL13,IL4R,stMLnet
IL15,IL15RA,stMLnet
IL15,IL2RA,stMLnet
IL15,IL2RB,stMLnet
IL15,IL2RG,stMLnet
IL16,CCR5,stMLnet
IL16,CD4,stMLnet
IL16,GRIN2D,stMLnet
IL16,KCNJ10,stMLnet
IL16,KCNJ15,stMLnet
IL17A,IL17RA,stMLnet
IL17A,IL17RC,stMLnet
IL17B,IL17RB,stMLnet
IL17C,IL17RA,stMLnet
IL17F,IL17RA,stMLnet
IL17F,IL17RC,stMLnet
IL18,CD48,stMLnet
IL18,IL18R1,stMLnet
IL18,IL18RAP,stMLnet
IL18,IL1RAPL1,stMLnet
IL19,IL20RA,stMLnet
IL19,IL20RB,stMLnet
IL1A,IL1R1,stMLnet
IL1A,IL1R2,stMLnet
IL1A,IL1RAP,stMLnet
IL1B,IL1R1,stMLnet
IL1B,IL1R2,stMLnet
IL1B,IL1RAP,stMLnet
IL1F10,IL1R1,stMLnet
IL1F10,IL1RAP,stMLnet
IL1F10,IL1RL2,stMLnet
IL1RAPL1,PTPRD,stMLnet
IL1RAPL1,PTPRF,stMLnet
IL1RAPL1,PTPRS,stMLnet
IL1RN,IL1R1,stMLnet
IL1RN,IL1R2,stMLnet
IL1RN,IL1RL2,stMLnet
IL2,IL20RA,stMLnet
IL2,IL20RB,stMLnet
IL2,IL2RA,stMLnet
IL2,IL2RB,stMLnet
IL2,IL2RG,stMLnet
IL20,IL20RA,stMLnet
IL20,IL20RB,stMLnet
IL20,IL22RA1,stMLnet
IL21,IL21R,stMLnet
IL21,IL2RG,stMLnet
IL22,IL10RA,stMLnet
IL22,IL10RB,stMLnet
IL22,IL21R,stMLnet
IL22,IL22RA1,stMLnet
IL22,IL22RA2,stMLnet
IL23A,IL12RB1,stMLnet
IL23A,IL23R,stMLnet
IL24,IL20RA,stMLnet
IL24,IL20RB,stMLnet
IL24,IL22RA1,stMLnet
IL25,IL17RA,stMLnet
IL25,IL17RB,stMLnet
IL26,IL10RB,stMLnet
IL26,IL20RA,stMLnet
IL26,IL20RB,stMLnet
IL27,IL27RA,stMLnet
IL27,IL6ST,stMLnet
IL3,CSF2RB,stMLnet
IL3,IL3RA,stMLnet
IL31,IL31RA,stMLnet
IL31,OSMR,stMLnet
IL32,ITGB3,stMLnet
IL33,IL1RAP,stMLnet
IL33,IL1RL1,stMLnet
IL34,CSF1R,stMLnet
IL34,PTPRZ1,stMLnet
IL36A,IL1RAP,stMLnet
IL36A,IL1RL2,stMLnet
IL36B,IL1RAP,stMLnet
IL36B,IL1RL2,stMLnet
IL36G,IL1RAP,stMLnet
IL36G,IL1RL2,stMLnet
IL36RN,IL1RAP,stMLnet
IL36RN,IL1RL2,stMLnet
IL37,IL18R1,stMLnet
IL37,IL18RAP,stMLnet
IL4,IL13RA1,stMLnet
IL4,IL13RA2,stMLnet
IL4,IL2RG,stMLnet
IL4,IL4R,stMLnet
IL5,CSF2RB,stMLnet
IL5,IL5RA,stMLnet
IL6,F3,stMLnet
IL6,IL6R,stMLnet
IL6,IL6ST,stMLnet
IL7,IL2RG,stMLnet
IL7,IL7R,stMLnet
IL8,CD79A,stMLnet
IL8,CXCR1,stMLnet
IL8,CXCR2,stMLnet
IL8,KDR,stMLnet
IL8,SDC1,stMLnet
IL8,SDC2,stMLnet
IL8,SDC3,stMLnet
IL9,IL2RG,stMLnet
IL9,IL9R,stMLnet
INHA,ACVR1,stMLnet
INHA,ACVR1B,stMLnet
INHA,ACVR2A,stMLnet
INHA,ACVR2B,stMLnet
INHA,TGFBR3,stMLnet
INHBA,ACVR1,stMLnet
INHBA,ACVR1B,stMLnet
INHBA,ACVR1C,stMLnet
INHBA,ACVR2A,stMLnet
INHBA,ACVR2B,stMLnet
INHBA,BAMBI,stMLnet
INHBA,ENG,stMLnet
INHBA,TGFBR3,stMLnet
INHBB,ACVR1,stMLnet
INHBB,ACVR1B,stMLnet
INHBB,ACVR1C,stMLnet
INHBB,ACVR2A,stMLnet
INHBB,ACVR2B,stMLnet
INHBB,CFC1,stMLnet
INHBC,ACVR1,stMLnet
INHBC,ACVR1B,stMLnet
INHBC,ACVR1C,stMLnet
INHBC,ACVR2A,stMLnet
INHBC,ACVR2B,stMLnet
INHBE,ACVR1,stMLnet
INHBE,ACVR1B,stMLnet
INHBE,ACVR1C,stMLnet
INHBE,ACVR2A,stMLnet
INHBE,ACVR2B,stMLnet
INHBE,ENG,stMLnet
INS,IGF1R,stMLnet
INS,INSR,stMLnet
INS,LRP2,stMLnet
INSL3,RXFP1,stMLnet
INSL3,RXFP2,stMLnet
INSL3,RXFP3,stMLnet
INSL3,RXFP4,stMLnet
INSL5,RXFP1,stMLnet
INSL5,RXFP2,stMLnet
INSL5,RXFP3,stMLnet
INSL5,RXFP4,stMLnet
ITGA4,VCAM1,stMLnet
ITGA9,VCAM1,stMLnet
ITGAL,CD226,stMLnet
ITGAL,ICAM1,stMLnet
ITGAL,ICAM2,stMLnet
ITGAM,ICAM1,stMLnet
ITGAV,THY1,stMLnet
ITGB1,VCAM1,stMLnet
ITGB2,CD226,stMLnet
ITGB2,ICAM1,stMLnet
ITGB2,ICAM2,stMLnet
ITGB2,THY1,stMLnet
ITGB7,VCAM1,stMLnet
JAM2,F11R,stMLnet
JAM2,ITGA3,stMLnet
JAM2,ITGA4,stMLnet
JAM2,ITGAV,stMLnet
JAM2,ITGB1,stMLnet
JAM2,JAM2,stMLnet
JAM2,JAM3,stMLnet
JAM3,F11R,stMLnet
JAM3,ITGAM,stMLnet
JAM3,ITGB2,stMLnet
JAM3,JAM2,stMLnet
JAM3,JAM3,stMLnet
JAML,CXADR,stMLnet
KAL1,FGFR1,stMLnet
KAL1,SDC2,stMLnet
KIR3DS1,HLA-F,stMLnet
KISS1,KISS1R,stMLnet
KISS1,MMP24,stMLnet
KITLG,KIT,stMLnet
KLK3,NGFR,stMLnet
KLK3,NTRK1,stMLnet
KLRB1,CLEC2D,stMLnet
KLRF1,CLEC2B,stMLnet
KMT2E,NCR2,stMLnet
KNG1,BDKRB1,stMLnet
KNG1,BDKRB2,stMLnet
KNG1,GP1BA,stMLnet
KNG1,ITGAM,stMLnet
KNG1,ITGB2,stMLnet
KNG1,PLAUR,stMLnet
KNG1,RXFP4,stMLnet
KNG1,SDC2,stMLnet
L1CAM,ALCAM,stMLnet
L1CAM,CD9,stMLnet
L1CAM,CNTN1,stMLnet
L1CAM,EGFR,stMLnet
L1CAM,EPHB2,stMLnet
L1CAM,ERBB2,stMLnet
L1CAM,ERBB3,stMLnet
L1CAM,FGFR2,stMLnet
L1CAM,ITGA4,stMLnet
L1CAM,ITGA5,stMLnet
L1CAM,ITGAV,stMLnet
L1CAM,ITGB3,stMLnet
L1CAM,ITGB7,stMLnet
L1CAM,L1CAM,stMLnet
L1CAM,NCAM1,stMLnet
L1CAM,PTPRZ1,stMLnet
LACRT,SDC1,stMLnet
LAMA1,CD44,stMLnet
LAMA1,DAG1,stMLnet
LAMA1,GPC1,stMLnet
LAMA1,ITGA1,stMLnet
LAMA1,ITGA2,stMLnet
LAMA1,ITGA3,stMLnet
LAMA1,ITGA6,stMLnet
LAMA1,ITGA7,stMLnet
LAMA1,ITGA9,stMLnet
LAMA1,ITGAV,stMLnet
LAMA1,ITGB1,stMLnet
LAMA1,ITGB4,stMLnet
LAMA1,ITGB8,stMLnet
LAMA1,RPSA,stMLnet
LAMA1,SDC2,stMLnet
LAMA1,SDC4,stMLnet
LAMA1,SV2A,stMLnet
LAMA1,SV2B,stMLnet
LAMA1,SV2C,stMLnet
LAMA2,CD44,stMLnet
LAMA2,DAG1,stMLnet
LAMA2,ITGA1,stMLnet
LAMA2,ITGA2,stMLnet
LAMA2,ITGA3,stMLnet
LAMA2,ITGA6,stMLnet
LAMA2,ITGA7,stMLnet
LAMA2,ITGA9,stMLnet
LAMA2,ITGAV,stMLnet
LAMA2,ITGB1,stMLnet
LAMA2,ITGB4,stMLnet
LAMA2,ITGB8,stMLnet
LAMA2,RPSA,stMLnet
LAMA2,SV2A,stMLnet
LAMA2,SV2B,stMLnet
LAMA2,SV2C,stMLnet
LAMA3,CD44,stMLnet
LAMA3,DAG1,stMLnet
LAMA3,ITGA1,stMLnet
LAMA3,ITGA2,stMLnet
LAMA3,ITGA3,stMLnet
LAMA3,ITGA6,stMLnet
LAMA3,ITGA7,stMLnet
LAMA3,ITGA9,stMLnet
LAMA3,ITGAV,stMLnet
LAMA3,ITGB1,stMLnet
LAMA3,ITGB4,stMLnet
LAMA3,ITGB8,stMLnet
LAMA3,SDC2,stMLnet
LAMA3,SV2A,stMLnet
LAMA3,SV2B,stMLnet
LAMA3,SV2C,stMLnet
LAMA4,CD44,stMLnet
LAMA4,DAG1,stMLnet
LAMA4,ITGA1,stMLnet
LAMA4,ITGA2,stMLnet
LAMA4,ITGA3,stMLnet
LAMA4,ITGA6,stMLnet
LAMA4,ITGA7,stMLnet
LAMA4,ITGA9,stMLnet
LAMA4,ITGAV,stMLnet
LAMA4,ITGB1,stMLnet
LAMA4,ITGB4,stMLnet
LAMA4,ITGB8,stMLnet
LAMA4,SV2A,stMLnet
LAMA4,SV2B,stMLnet
LAMA4,SV2C,stMLnet
LAMA5,CD44,stMLnet
LAMA5,DAG1,stMLnet
LAMA5,ITGA1,stMLnet
LAMA5,ITGA2,stMLnet
LAMA5,ITGA3,stMLnet
LAMA5,ITGA6,stMLnet
LAMA5,ITGA7,stMLnet
LAMA5,ITGA9,stMLnet
LAMA5,ITGAV,stMLnet
LAMA5,ITGB1,stMLnet
LAMA5,ITGB4,stMLnet
LAMA5,ITGB8,stMLnet
LAMA5,SDC1,stMLnet
LAMA5,SV2A,stMLnet
LAMA5,SV2B,stMLnet
LAMA5,SV2C,stMLnet
LAMB1,CD44,stMLnet
LAMB1,DAG1,stMLnet
LAMB1,ITGA1,stMLnet
LAMB1,ITGA2,stMLnet
LAMB1,ITGA3,stMLnet
LAMB1,ITGA6,stMLnet
LAMB1,ITGA7,stMLnet
LAMB1,ITGA9,stMLnet
LAMB1,ITGAV,stMLnet
LAMB1,ITGB1,stMLnet
LAMB1,ITGB4,stMLnet
LAMB1,ITGB8,stMLnet
LAMB1,SV2A,stMLnet
LAMB1,SV2B,stMLnet
LAMB1,SV2C,stMLnet
LAMB2,CD44,stMLnet
LAMB2,DAG1,stMLnet
LAMB2,ITGA1,stMLnet
LAMB2,ITGA2,stMLnet
LAMB2,ITGA3,stMLnet
LAMB2,ITGA6,stMLnet
LAMB2,ITGA7,stMLnet
LAMB2,ITGA9,stMLnet
LAMB2,ITGAV,stMLnet
LAMB2,ITGB1,stMLnet
LAMB2,ITGB4,stMLnet
LAMB2,ITGB8,stMLnet
LAMB2,RPSA,stMLnet
LAMB2,SV2A,stMLnet
LAMB2,SV2B,stMLnet
LAMB2,SV2C,stMLnet
LAMB3,CD151,stMLnet
LAMB3,CD44,stMLnet
LAMB3,COL17A1,stMLnet
LAMB3,DAG1,stMLnet
LAMB3,ITGA1,stMLnet
LAMB3,ITGA2,stMLnet
LAMB3,ITGA3,stMLnet
LAMB3,ITGA6,stMLnet
LAMB3,ITGA7,stMLnet
LAMB3,ITGA9,stMLnet
LAMB3,ITGAV,stMLnet
LAMB3,ITGB1,stMLnet
LAMB3,ITGB4,stMLnet
LAMB3,ITGB8,stMLnet
LAMB3,SV2A,stMLnet
LAMB3,SV2B,stMLnet
LAMB3,SV2C,stMLnet
LAMC1,CD44,stMLnet
LAMC1,DAG1,stMLnet
LAMC1,ITGA1,stMLnet
LAMC1,ITGA2,stMLnet
LAMC1,ITGA3,stMLnet
LAMC1,ITGA6,stMLnet
LAMC1,ITGA7,stMLnet
LAMC1,ITGA9,stMLnet
LAMC1,ITGAV,stMLnet
LAMC1,ITGB1,stMLnet
LAMC1,ITGB4,stMLnet
LAMC1,ITGB8,stMLnet
LAMC1,SV2A,stMLnet
LAMC1,SV2B,stMLnet
LAMC1,SV2C,stMLnet
LAMC2,CD151,stMLnet
LAMC2,CD44,stMLnet
LAMC2,COL17A1,stMLnet
LAMC2,DAG1,stMLnet
LAMC2,ITGA1,stMLnet
LAMC2,ITGA2,stMLnet
LAMC2,ITGA3,stMLnet
LAMC2,ITGA6,stMLnet
LAMC2,ITGA7,stMLnet
LAMC2,ITGA9,stMLnet
LAMC2,ITGAV,stMLnet
LAMC2,ITGB1,stMLnet
LAMC2,ITGB4,stMLnet
LAMC2,ITGB8,stMLnet
LAMC2,SV2A,stMLnet
LAMC2,SV2B,stMLnet
LAMC2,SV2C,stMLnet
LAMC3,CD44,stMLnet
LAMC3,DAG1,stMLnet
LAMC3,ITGA1,stMLnet
LAMC3,ITGA2,stMLnet
LAMC3,ITGA3,stMLnet
LAMC3,ITGA6,stMLnet
LAMC3,ITGA7,stMLnet
LAMC3,ITGA9,stMLnet
LAMC3,ITGAV,stMLnet
LAMC3,ITGB1,stMLnet
LAMC3,ITGB4,stMLnet
LAMC3,ITGB8,stMLnet
LAMC3,SV2A,stMLnet
LAMC3,SV2B,stMLnet
LAMC3,SV2C,stMLnet
LCN2,LRP2,stMLnet
LEAP2,GHSR,stMLnet
LEFTY2,ACVR2B,stMLnet
LEP,LEPR,stMLnet
LEP,LRP2,stMLnet
LGALS1,ITGB1,stMLnet
LGALS1,PTPRC,stMLnet
LGALS3,LAG3,stMLnet
LGALS3BP,ITGB1,stMLnet
LGALS3BP,VANGL1,stMLnet
LGALS9,CD44,stMLnet
LGALS9,HAVCR2,stMLnet
LGALS9,PTPRC,stMLnet
LGI1,ADAM11,stMLnet
LGI1,ADAM22,stMLnet
LGI1,ADAM23,stMLnet
LGI1,RTN4R,stMLnet
LGI2,ADAM11,stMLnet
LGI2,ADAM22,stMLnet
LGI2,ADAM23,stMLnet
LGI3,ADAM22,stMLnet
LGI3,ADAM23,stMLnet
LGI3,FLOT1,stMLnet
LGI3,STX1A,stMLnet
LGI4,ADAM11,stMLnet
LGI4,ADAM22,stMLnet
LGI4,ADAM23,stMLnet
LHB,LHCGR,stMLnet
LIF,IL6ST,stMLnet
LIF,LIFR,stMLnet
LIN7C,HTR2C,stMLnet
LIN7C,KCNJ4,stMLnet
LIPC,LRP1,stMLnet
LIPH,LPAR1,stMLnet
LIPH,LPAR2,stMLnet
LIPH,LPAR4,stMLnet
LPA,ITGAM,stMLnet
LPA,ITGB2,stMLnet
LPA,LRP2,stMLnet
LPL,CD44,stMLnet
LPL,GPIHBP1,stMLnet
LPL,LRP1,stMLnet
LPL,LRP2,stMLnet
LPL,SDC1,stMLnet
LPL,VLDLR,stMLnet
LRFN3,LRFN3,stMLnet
LRPAP1,LDLR,stMLnet
LRPAP1,LRP1,stMLnet
LRPAP1,LRP2,stMLnet
LRPAP1,LRP8,stMLnet
LRPAP1,SORL1,stMLnet
LRPAP1,SORT1,stMLnet
LRPAP1,VLDLR,stMLnet
LRRC4,NTNG2,stMLnet
LRRC4B,PTPRD,stMLnet
LRRC4B,PTPRF,stMLnet
LRRC4B,PTPRS,stMLnet
LRRC4C,NTNG1,stMLnet
LTA,EDNRA,stMLnet
LTA,LTBR,stMLnet
LTA,TNFRSF14,stMLnet
LTA,TNFRSF1A,stMLnet
LTA,TNFRSF1B,stMLnet
LTBP1,ITGB5,stMLnet
LTBP3,ITGB5,stMLnet
LTF,GP9,stMLnet
LTF,LRP1,stMLnet
LTF,TFRC,stMLnet
LY86,CD180,stMLnet
LYZ,ITGAL,stMLnet
MADCAM1,CD44,stMLnet
MADCAM1,ITGA4,stMLnet
MADCAM1,ITGB7,stMLnet
MAG,MAG,stMLnet
MATN1,ITGA1,stMLnet
MATN1,ITGB1,stMLnet
MATN1,PTPRD,stMLnet
MDK,ALK,stMLnet
MDK,GPC2,stMLnet
MDK,ITGA4,stMLnet
MDK,ITGA6,stMLnet
MDK,ITGB1,stMLnet
MDK,LRP1,stMLnet
MDK,NCL,stMLnet
MDK,NOTCH2,stMLnet
MDK,PTPRB,stMLnet
MDK,PTPRZ1,stMLnet
MDK,SDC1,stMLnet
MDK,SDC2,stMLnet
MDK,SDC3,stMLnet
MDK,SDC4,stMLnet
MELTF,PLG,stMLnet
MFGE8,ITGAV,stMLnet
MFGE8,ITGB3,stMLnet
MFGE8,PDGFRB,stMLnet
MFI2,TFRC,stMLnet
MFNG,NOTCH1,stMLnet
MFNG,NOTCH2,stMLnet
MIA,CDH19,stMLnet
MIA,CDH7,stMLnet
MIF,ACKR3,stMLnet
MIF,CD44,stMLnet
MIF,CD74,stMLnet
MIF,CXCR2,stMLnet
MIF,CXCR4,stMLnet
MLLT4,EPHA7,stMLnet
MLLT4,EPHB2,stMLnet
MLLT4,EPHB3,stMLnet
MLLT4,EPHB6,stMLnet
MLLT4,F11R,stMLnet
MLN,MLNR,stMLnet
MMP1,ITGA2,stMLnet
MMP12,PLAUR,stMLnet
MMP13,LRP1,stMLnet
MMP2,SDC2,stMLnet
MMP7,CD151,stMLnet
MMP7,CD44,stMLnet
MMP7,CDH6,stMLnet
MMP7,ERBB4,stMLnet
MMP9,CD44,stMLnet
MMP9,EPHB2,stMLnet
MMP9,ITGAM,stMLnet
MMP9,ITGB2,stMLnet
MMP9,LRP1,stMLnet
MRC1,PTPRC,stMLnet
MSMP,CCR2,stMLnet
MST1,MST1R,stMLnet
MSTN,ACVR1B,stMLnet
MSTN,ACVR2A,stMLnet
MSTN,ACVR2B,stMLnet
MSTN,TGFBR1,stMLnet
MUC7,SELL,stMLnet
MYOC,FZD1,stMLnet
MYOC,FZD10,stMLnet
MYOC,FZD3,stMLnet
MYOC,FZD4,stMLnet
MYOC,FZD7,stMLnet
NAMPT,INSR,stMLnet
NAMPT,ITGA5,stMLnet
NAMPT,ITGB1,stMLnet
NCAM1,CACNA1C,stMLnet
NCAM1,FGFR1,stMLnet
NCAM1,FGFR2,stMLnet
NCAM1,GFRA1,stMLnet
NCAM1,L1CAM,stMLnet
NCAM1,NCAM1,stMLnet
NCAM1,NCAM2,stMLnet
NCAM1,PTPRA,stMLnet
NCAM1,PTPRZ1,stMLnet
NCAM1,ROBO1,stMLnet
NCAM1,ROBO3,stMLnet
NCAM2,L1CAM,stMLnet
NCAN,CDH2,stMLnet
NCAN,SDC3,stMLnet
NDP,FZD4,stMLnet
NDP,LGR4,stMLnet
NECTIN1,CADM3,stMLnet
NECTIN1,CD96,stMLnet
NECTIN1,NECTIN1,stMLnet
NECTIN1,NECTIN3,stMLnet
NECTIN1,NECTIN4,stMLnet
NECTIN2,CD226,stMLnet
NECTIN2,CD96,stMLnet
NECTIN2,NECTIN2,stMLnet
NECTIN2,NECTIN3,stMLnet
NECTIN2,TIGIT,stMLnet
NECTIN4,NECTIN4,stMLnet
NECTIN4,TIGIT,stMLnet
NEGR1,NEGR1,stMLnet
NELL2,ROBO3,stMLnet
NFASC,CNTN1,stMLnet
NFASC,CNTNAP1,stMLnet
NGF,KIDINS220,stMLnet
NGF,MAGED1,stMLnet
NGF,NGFR,stMLnet
NGF,NTRK1,stMLnet
NGF,SORT1,stMLnet
NID1,COL13A1,stMLnet
NID1,ITGA3,stMLnet
NID1,ITGAV,stMLnet
NID1,ITGB1,stMLnet
NID1,ITGB3,stMLnet
NID1,PTPRF,stMLnet
NID2,COL13A1,stMLnet
NLGN1,NRXN1,stMLnet
NLGN1,NRXN2,stMLnet
NLGN1,NRXN3,stMLnet
NLGN2,NRXN1,stMLnet
NLGN2,NRXN2,stMLnet
NLGN2,NRXN3,stMLnet
NLGN3,NRXN1,stMLnet
NLGN3,NRXN2,stMLnet
NLGN3,NRXN3,stMLnet
NLGN4X,NRXN1,stMLnet
NMB,BRS3,stMLnet
NMB,GRPR,stMLnet
NMB,NMBR,stMLnet
NMS,NMUR1,stMLnet
NMS,NMUR2,stMLnet
NMU,NMUR1,stMLnet
NMU,NMUR2,stMLnet
NODAL,ACVR1B,stMLnet
NODAL,ACVR1C,stMLnet
NODAL,ACVR2A,stMLnet
NODAL,ACVR2B,stMLnet
NODAL,CFC1,stMLnet
NODAL,TDGF1,stMLnet
NOV,NOTCH1,stMLnet
NOV,PLXNA1,stMLnet
NPB,NPBWR1,stMLnet
NPB,NPBWR2,stMLnet
NPFF,MAS1,stMLnet
NPFF,NPFFR1,stMLnet
NPFF,NPFFR2,stMLnet
NPNT,ITGA8,stMLnet
NPNT,ITGB1,stMLnet
NPPA,NPR1,stMLnet
NPPA,NPR2,stMLnet
NPPB,NPR1,stMLnet
NPPB,NPR2,stMLnet
NPPC,NPR2,stMLnet
NPS,NPSR1,stMLnet
NPVF,NPFFR1,stMLnet
NPVF,NPFFR2,stMLnet
NPW,NPBWR1,stMLnet
NPW,NPBWR2,stMLnet
NPY,GPR83,stMLnet
NPY,NPFFR2,stMLnet
NPY,NPY1R,stMLnet
NPY,NPY2R,stMLnet
NPY,NPY4R,stMLnet
NPY,NPY5R,stMLnet
NRG1,ERBB2,stMLnet
NRG1,ERBB3,stMLnet
NRG1,ERBB4,stMLnet
NRG1,GPC1,stMLnet
NRG1,ITGAV,stMLnet
NRG1,ITGB3,stMLnet
NRG2,ERBB2,stMLnet
NRG2,ERBB3,stMLnet
NRG2,ERBB4,stMLnet
NRG3,ERBB2,stMLnet
NRG3,ERBB4,stMLnet
NRG4,EGFR,stMLnet
NRG4,ERBB2,stMLnet
NRG4,ERBB4,stMLnet
NRTN,GFRA1,stMLnet
NRTN,GFRA2,stMLnet
NRTN,RET,stMLnet
NRXN1,NLGN1,stMLnet
NRXN1,NLGN2,stMLnet
NRXN1,NLGN3,stMLnet
NRXN2,NLGN1,stMLnet
NRXN2,NLGN2,stMLnet
NRXN2,NLGN3,stMLnet
NRXN3,NLGN1,stMLnet
NRXN3,NLGN2,stMLnet
NRXN3,NLGN3,stMLnet
NRXN3,NLGN4Y,stMLnet
NTF3,NGFR,stMLnet
NTF3,NTRK1,stMLnet
NTF3,NTRK2,stMLnet
NTF3,NTRK3,stMLnet
NTF4,BEX3,stMLnet
